date,week_number,sku_id,sku_name,category,warehouse_id,warehouse_name,unit_price,lead_time_days,festival_flag,promo_flag,demand_units,available_stock_units,fulfilled_units,stockout_flag
2025-12-21,103,SKU04,Craft IPA 330ml,Beer,WH04,East DC,180,8,1,0,416,705,416,0
2025-12-28,104,SKU04,Craft IPA 330ml,Beer,WH04,East DC,180,8,1,1,397,709,397,0
2024-01-07,1,SKU05,Premium Lager 500ml,Beer,WH04,East DC,150,6,0,0,530,840,530,0
2024-01-14,2,SKU05,Premium Lager 500ml,Beer,WH04,East DC,150,6,0,0,686,1270,686,0
2024-01-21,3,SKU05,Premium Lager 500ml,Beer,WH04,East DC,150,6,0,0,529,1544,529,0
2024-01-28,4,SKU05,Premium Lager 500ml,Beer,WH04,East DC,150,6,0,0,628,1015,628,0
2024-02-04,5,SKU05,Premium Lager 500ml,Beer,WH04,East DC,150,6,0,0,553,1347,553,0
2024-02-11,6,SKU05,Premium Lager 500ml,Beer,WH04,East DC,150,6,0,0,502,794,502,0
2024-02-18,7,SKU05,Premium Lager 500ml,Beer,WH04,East DC,150,6,0,0,698,1252,698,0
2024-02-25,8,SKU05,Premium Lager 500ml,Beer,WH04,East DC,150,6,0,1,655,1514,655,0
2024-03-03,9,SKU05,Premium Lager 500ml,Beer,WH04,East DC,150,6,0,0,811,859,811,0
2024-03-10,10,SKU05,Premium Lager 500ml,Beer,WH04,East DC,150,6,1,0,1108,1008,1008,1
2024-03-17,11,SKU05,Premium Lager 500ml,Beer,WH04,East DC,150,6,1,0,1120,960,960,1
2024-03-24,12,SKU05,Premium Lager 500ml,Beer,WH04,East DC,150,6,1,0,1238,960,960,1
2024-03-31,13,SKU05,Premium Lager 500ml,Beer,WH04,East DC,150,6,0,0,759,960,759,0
2024-04-07,14,SKU05,Premium Lager 500ml,Beer,WH04,East DC,150,6,0,0,857,1161,857,0
2024-04-14,15,SKU05,Premium Lager 500ml,Beer,WH04,East DC,150,6,0,0,788,1264,788,0
2024-04-21,16,SKU05,Premium Lager 500ml,Beer,WH04,East DC,150,6,0,0,886,1436,886,0
2024-04-28,17,SKU05,Premium Lager 500ml,Beer,WH04,East DC,150,6,0,0,907,1510,907,0
2024-05-05,18,SKU05,Premium Lager 500ml,Beer,WH04,East DC,150,6,0,0,676,1563,676,0
2024-05-12,19,SKU05,Premium Lager 500ml,Beer,WH04,East DC,150,6,0,0,829,887,829,0
2024-05-19,20,SKU05,Premium Lager 500ml,Beer,WH04,East DC,150,6,0,1,752,1018,752,0
2024-05-26,21,SKU05,Premium Lager 500ml,Beer,WH04,East DC,150,6,0,0,878,1226,878,0
2024-06-02,22,SKU05,Premium Lager 500ml,Beer,WH04,East DC,150,6,0,0,723,1308,723,0
2024-06-09,23,SKU05,Premium Lager 500ml,Beer,WH04,East DC,150,6,0,0,886,1545,886,0
2024-06-16,24,SKU05,Premium Lager 500ml,Beer,WH04,East DC,150,6,0,0,823,1619,823,0
2024-06-23,25,SKU05,Premium Lager 500ml,Beer,WH04,East DC,150,6,0,0,872,796,796,1
2024-06-30,26,SKU05,Premium Lager 500ml,Beer,WH04,East DC,150,6,0,0,999,960,960,1
2024-07-07,27,SKU05,Premium Lager 500ml,Beer,WH04,East DC,150,6,0,0,637,960,637,0
2024-07-14,28,SKU05,Premium Lager 500ml,Beer,WH04,East DC,150,6,0,0,705,1283,705,0
2024-07-21,29,SKU05,Premium Lager 500ml,Beer,WH04,East DC,150,6,0,0,726,1538,726,0
2024-07-28,30,SKU05,Premium Lager 500ml,Beer,WH04,East DC,150,6,0,0,609,812,609,0
2024-08-04,31,SKU05,Premium Lager 500ml,Beer,WH04,East DC,150,6,0,1,862,1163,862,0
2024-08-11,32,SKU05,Premium Lager 500ml,Beer,WH04,East DC,150,6,0,0,732,1261,732,0
2024-08-18,33,SKU05,Premium Lager 500ml,Beer,WH04,East DC,150,6,0,0,640,1489,640,0
2024-08-25,34,SKU05,Premium Lager 500ml,Beer,WH04,East DC,150,6,0,0,757,849,757,0
2024-09-01,35,SKU05,Premium Lager 500ml,Beer,WH04,East DC,150,6,0,0,669,1052,669,0
2024-09-08,36,SKU05,Premium Lager 500ml,Beer,WH04,East DC,150,6,0,0,636,1343,636,0
2024-09-15,37,SKU05,Premium Lager 500ml,Beer,WH04,East DC,150,6,0,1,873,1667,873,0
2024-09-22,38,SKU05,Premium Lager 500ml,Beer,WH04,East DC,150,6,0,0,618,794,618,0
2024-09-29,39,SKU05,Premium Lager 500ml,Beer,WH04,East DC,150,6,0,0,613,1136,613,0
2024-10-06,40,SKU05,Premium Lager 500ml,Beer,WH04,East DC,150,6,1,0,1209,1483,1209,0
2024-10-13,41,SKU05,Premium Lager 500ml,Beer,WH04,East DC,150,6,1,0,1405,1234,1234,1
2024-10-20,42,SKU05,Premium Lager 500ml,Beer,WH04,East DC,150,6,1,0,1010,960,960,1
2024-10-27,43,SKU05,Premium Lager 500ml,Beer,WH04,East DC,150,6,1,1,1204,960,960,1
2024-11-03,44,SKU05,Premium Lager 500ml,Beer,WH04,East DC,150,6,1,0,1185,960,960,1
2024-11-10,45,SKU05,Premium Lager 500ml,Beer,WH04,East DC,150,6,1,0,856,960,856,0
2024-11-17,46,SKU05,Premium Lager 500ml,Beer,WH04,East DC,150,6,0,0,602,1064,602,0
2024-11-24,47,SKU05,Premium Lager 500ml,Beer,WH04,East DC,150,6,0,0,630,1422,630,0
2024-12-01,48,SKU05,Premium Lager 500ml,Beer,WH04,East DC,150,6,0,0,594,792,594,0
2024-12-08,49,SKU05,Premium Lager 500ml,Beer,WH04,East DC,150,6,0,0,739,1158,739,0
2024-12-15,50,SKU05,Premium Lager 500ml,Beer,WH04,East DC,150,6,0,0,734,1379,734,0
2024-12-22,51,SKU05,Premium Lager 500ml,Beer,WH04,East DC,150,6,1,0,1173,1605,1173,0
2024-12-29,52,SKU05,Premium Lager 500ml,Beer,WH04,East DC,150,6,1,0,959,1392,959,0
2025-01-05,53,SKU05,Premium Lager 500ml,Beer,WH04,East DC,150,6,0,0,652,1393,652,0
2025-01-12,54,SKU05,Premium Lager 500ml,Beer,WH04,East DC,150,6,0,0,601,741,601,0
2025-01-19,55,SKU05,Premium Lager 500ml,Beer,WH04,East DC,150,6,0,0,726,1100,726,0
2025-01-26,56,SKU05,Premium Lager 500ml,Beer,WH04,East DC,150,6,0,0,522,1334,522,0
2025-02-02,57,SKU05,Premium Lager 500ml,Beer,WH04,East DC,150,6,0,0,612,812,612,0
2025-02-09,58,SKU05,Premium Lager 500ml,Beer,WH04,East DC,150,6,0,0,731,1160,731,0
2025-02-16,59,SKU05,Premium Lager 500ml,Beer,WH04,East DC,150,6,0,1,787,1389,787,0
2025-02-23,60,SKU05,Premium Lager 500ml,Beer,WH04,East DC,150,6,0,0,601,1562,601,0
2025-03-02,61,SKU05,Premium Lager 500ml,Beer,WH04,East DC,150,6,0,0,674,961,674,0
2025-03-09,62,SKU05,Premium Lager 500ml,Beer,WH04,East DC,150,6,0,0,660,1247,660,0
2025-03-16,63,SKU05,Premium Lager 500ml,Beer,WH04,East DC,150,6,1,0,1111,1547,1111,0
2025-03-23,64,SKU05,Premium Lager 500ml,Beer,WH04,East DC,150,6,1,0,1255,1396,1255,0
2025-03-30,65,SKU05,Premium Lager 500ml,Beer,WH04,East DC,150,6,0,0,746,1101,746,0
2025-04-06,66,SKU05,Premium Lager 500ml,Beer,WH04,East DC,150,6,0,0,1025,1315,1025,0
2025-04-13,67,SKU05,Premium Lager 500ml,Beer,WH04,East DC,150,6,0,0,716,1250,716,0
2025-04-20,68,SKU05,Premium Lager 500ml,Beer,WH04,East DC,150,6,0,0,805,1494,805,0
2025-04-27,69,SKU05,Premium Lager 500ml,Beer,WH04,East DC,150,6,0,0,747,1649,747,0
2025-05-04,70,SKU05,Premium Lager 500ml,Beer,WH04,East DC,150,6,0,0,798,902,798,0
2025-05-11,71,SKU05,Premium Lager 500ml,Beer,WH04,East DC,150,6,0,1,1015,1064,1015,0
2025-05-18,72,SKU05,Premium Lager 500ml,Beer,WH04,East DC,150,6,0,1,1163,1009,1009,1
2025-05-25,73,SKU05,Premium Lager 500ml,Beer,WH04,East DC,150,6,0,0,946,960,946,0
2025-06-01,74,SKU05,Premium Lager 500ml,Beer,WH04,East DC,150,6,0,0,938,974,938,0
2025-06-08,75,SKU05,Premium Lager 500ml,Beer,WH04,East DC,150,6,0,0,974,996,974,0
2025-06-15,76,SKU05,Premium Lager 500ml,Beer,WH04,East DC,150,6,0,0,993,982,982,1
2025-06-22,77,SKU05,Premium Lager 500ml,Beer,WH04,East DC,150,6,0,0,926,960,926,0
2025-06-29,78,SKU05,Premium Lager 500ml,Beer,WH04,East DC,150,6,0,0,968,994,968,0
2025-07-06,79,SKU05,Premium Lager 500ml,Beer,WH04,East DC,150,6,0,0,730,986,730,0
2025-07-13,80,SKU05,Premium Lager 500ml,Beer,WH04,East DC,150,6,0,1,791,1216,791,0
2025-07-20,81,SKU05,Premium Lager 500ml,Beer,WH04,East DC,150,6,0,0,693,1385,693,0
2025-07-27,82,SKU05,Premium Lager 500ml,Beer,WH04,East DC,150,6,0,0,885,1652,885,0
2025-08-03,83,SKU05,Premium Lager 500ml,Beer,WH04,East DC,150,6,0,0,572,767,572,0
2025-08-10,84,SKU05,Premium Lager 500ml,Beer,WH04,East DC,150,6,0,0,629,1155,629,0
2025-08-17,85,SKU05,Premium Lager 500ml,Beer,WH04,East DC,150,6,0,0,560,1486,560,0
2025-08-24,86,SKU05,Premium Lager 500ml,Beer,WH04,East DC,150,6,0,0,735,926,735,0
2025-08-31,87,SKU05,Premium Lager 500ml,Beer,WH04,East DC,150,6,0,0,657,1151,657,0
2025-09-07,88,SKU05,Premium Lager 500ml,Beer,WH04,East DC,150,6,0,1,792,1454,792,0
2025-09-14,89,SKU05,Premium Lager 500ml,Beer,WH04,East DC,150,6,0,0,500,1622,500,0
2025-09-21,90,SKU05,Premium Lager 500ml,Beer,WH04,East DC,150,6,0,0,663,1122,663,0
2025-09-28,91,SKU05,Premium Lager 500ml,Beer,WH04,East DC,150,6,0,0,750,1419,750,0
2025-10-05,92,SKU05,Premium Lager 500ml,Beer,WH04,East DC,150,6,1,0,1290,1629,1290,0
2025-10-12,93,SKU05,Premium Lager 500ml,Beer,WH04,East DC,150,6,1,0,1103,1299,1103,0
2025-10-19,94,SKU05,Premium Lager 500ml,Beer,WH04,East DC,150,6,1,0,1067,1156,1067,0
2025-10-26,95,SKU05,Premium Lager 500ml,Beer,WH04,East DC,150,6,1,0,1214,1049,1049,1
2025-11-02,96,SKU05,Premium Lager 500ml,Beer,WH04,East DC,150,6,1,0,978,960,960,1
2025-11-09,97,SKU05,Premium Lager 500ml,Beer,WH04,East DC,150,6,1,0,1278,960,960,1
2025-11-16,98,SKU05,Premium Lager 500ml,Beer,WH04,East DC,150,6,0,0,576,960,576,0
2025-11-23,99,SKU05,Premium Lager 500ml,Beer,WH04,East DC,150,6,0,0,599,1344,599,0
2025-11-30,100,SKU05,Premium Lager 500ml,Beer,WH04,East DC,150,6,0,1,747,745,745,1
2025-12-07,101,SKU05,Premium Lager 500ml,Beer,WH04,East DC,150,6,0,0,727,960,727,0
2025-12-14,102,SKU05,Premium Lager 500ml,Beer,WH04,East DC,150,6,0,0,593,1193,593,0
2025-12-21,103,SKU05,Premium Lager 500ml,Beer,WH04,East DC,150,6,1,0,901,1560,901,0
2025-12-28,104,SKU05,Premium Lager 500ml,Beer,WH04,East DC,150,6,1,0,1195,1619,1195,0
2024-01-07,1,SKU06,Malt Drink 300ml,Non-Alcoholic,WH04,East DC,40,4,0,0,643,840,643,0
2024-01-14,2,SKU06,Malt Drink 300ml,Non-Alcoholic,WH04,East DC,40,4,0,1,761,1157,761,0
2024-01-21,3,SKU06,Malt Drink 300ml,Non-Alcoholic,WH04,East DC,40,4,0,0,609,1356,609,0
2024-01-28,4,SKU06,Malt Drink 300ml,Non-Alcoholic,WH04,East DC,40,4,0,1,566,747,566,0
2024-02-04,5,SKU06,Malt Drink 300ml,Non-Alcoholic,WH04,East DC,40,4,0,0,619,1141,619,0
2024-02-11,6,SKU06,Malt Drink 300ml,Non-Alcoholic,WH04,East DC,40,4,0,0,697,1482,697,0
2024-02-18,7,SKU06,Malt Drink 300ml,Non-Alcoholic,WH04,East DC,40,4,0,0,541,785,541,0
2024-02-25,8,SKU06,Malt Drink 300ml,Non-Alcoholic,WH04,East DC,40,4,0,0,495,1204,495,0
2024-03-03,9,SKU06,Malt Drink 300ml,Non-Alcoholic,WH04,East DC,40,4,0,0,525,1669,525,0
2024-03-10,10,SKU06,Malt Drink 300ml,Non-Alcoholic,WH04,East DC,40,4,1,0,957,1144,957,0
2024-03-17,11,SKU06,Malt Drink 300ml,Non-Alcoholic,WH04,East DC,40,4,1,0,913,1147,913,0
2024-03-24,12,SKU06,Malt Drink 300ml,Non-Alcoholic,WH04,East DC,40,4,1,0,1158,1194,1158,0
2024-03-31,13,SKU06,Malt Drink 300ml,Non-Alcoholic,WH04,East DC,40,4,0,0,748,996,748,0
2024-04-07,14,SKU06,Malt Drink 300ml,Non-Alcoholic,WH04,East DC,40,4,0,0,884,1208,884,0
2024-04-14,15,SKU06,Malt Drink 300ml,Non-Alcoholic,WH04,East DC,40,4,0,0,767,1284,767,0
2024-04-21,16,SKU06,Malt Drink 300ml,Non-Alcoholic,WH04,East DC,40,4,0,0,935,1477,935,0
2024-04-28,17,SKU06,Malt Drink 300ml,Non-Alcoholic,WH04,East DC,40,4,0,1,778,1502,778,0
2024-05-05,18,SKU06,Malt Drink 300ml,Non-Alcoholic,WH04,East DC,40,4,0,0,758,724,724,1
2024-05-12,19,SKU06,Malt Drink 300ml,Non-Alcoholic,WH04,East DC,40,4,0,0,785,960,785,0
2024-05-19,20,SKU06,Malt Drink 300ml,Non-Alcoholic,WH04,East DC,40,4,0,0,890,1135,890,0
2024-05-26,21,SKU06,Malt Drink 300ml,Non-Alcoholic,WH04,East DC,40,4,0,0,680,1205,680,0
2024-06-02,22,SKU06,Malt Drink 300ml,Non-Alcoholic,WH04,East DC,40,4,0,0,829,1485,829,0
2024-06-09,23,SKU06,Malt Drink 300ml,Non-Alcoholic,WH04,East DC,40,4,0,0,924,1616,924,0
2024-06-16,24,SKU06,Malt Drink 300ml,Non-Alcoholic,WH04,East DC,40,4,0,0,907,1652,907,0
2024-06-23,25,SKU06,Malt Drink 300ml,Non-Alcoholic,WH04,East DC,40,4,0,0,769,745,745,1
2024-06-30,26,SKU06,Malt Drink 300ml,Non-Alcoholic,WH04,East DC,40,4,0,0,875,960,875,0
2024-07-07,27,SKU06,Malt Drink 300ml,Non-Alcoholic,WH04,East DC,40,4,0,0,663,1045,663,0
2024-07-14,28,SKU06,Malt Drink 300ml,Non-Alcoholic,WH04,East DC,40,4,0,0,667,1342,667,0
2024-07-21,29,SKU06,Malt Drink 300ml,Non-Alcoholic,WH04,East DC,40,4,0,0,695,1635,695,0
2024-07-28,30,SKU06,Malt Drink 300ml,Non-Alcoholic,WH04,East DC,40,4,0,0,855,940,855,0
2024-08-04,31,SKU06,Malt Drink 300ml,Non-Alcoholic,WH04,East DC,40,4,0,0,741,1045,741,0
2024-08-11,32,SKU06,Malt Drink 300ml,Non-Alcoholic,WH04,East DC,40,4,0,1,861,1264,861,0
2024-08-18,33,SKU06,Malt Drink 300ml,Non-Alcoholic,WH04,East DC,40,4,0,0,538,1363,538,0
2024-08-25,34,SKU06,Malt Drink 300ml,Non-Alcoholic,WH04,East DC,40,4,0,0,689,825,689,0
2024-09-01,35,SKU06,Malt Drink 300ml,Non-Alcoholic,WH04,East DC,40,4,0,0,609,1096,609,0
2024-09-08,36,SKU06,Malt Drink 300ml,Non-Alcoholic,WH04,East DC,40,4,0,0,665,1447,665,0
2024-09-15,37,SKU06,Malt Drink 300ml,Non-Alcoholic,WH04,East DC,40,4,0,0,570,782,570,0
2024-09-22,38,SKU06,Malt Drink 300ml,Non-Alcoholic,WH04,East DC,40,4,0,0,679,1172,679,0
2024-09-29,39,SKU06,Malt Drink 300ml,Non-Alcoholic,WH04,East DC,40,4,0,0,683,1453,683,0
2024-10-06,40,SKU06,Malt Drink 300ml,Non-Alcoholic,WH04,East DC,40,4,1,0,1147,770,770,1
2024-10-13,41,SKU06,Malt Drink 300ml,Non-Alcoholic,WH04,East DC,40,4,1,0,1209,960,960,1
2024-10-20,42,SKU06,Malt Drink 300ml,Non-Alcoholic,WH04,East DC,40,4,1,0,965,960,960,1
2024-10-27,43,SKU06,Malt Drink 300ml,Non-Alcoholic,WH04,East DC,40,4,1,0,1208,960,960,1
2024-11-03,44,SKU06,Malt Drink 300ml,Non-Alcoholic,WH04,East DC,40,4,1,0,1044,960,960,1
2024-11-10,45,SKU06,Malt Drink 300ml,Non-Alcoholic,WH04,East DC,40,4,1,0,1321,960,960,1
2024-11-17,46,SKU06,Malt Drink 300ml,Non-Alcoholic,WH04,East DC,40,4,0,0,604,960,604,0
2024-11-24,47,SKU06,Malt Drink 300ml,Non-Alcoholic,WH04,East DC,40,4,0,0,515,1316,515,0
2024-12-01,48,SKU06,Malt Drink 300ml,Non-Alcoholic,WH04,East DC,40,4,0,0,733,801,733,0
2024-12-08,49,SKU06,Malt Drink 300ml,Non-Alcoholic,WH04,East DC,40,4,0,0,639,1028,639,0
2024-12-15,50,SKU06,Malt Drink 300ml,Non-Alcoholic,WH04,East DC,40,4,0,0,688,1349,688,0
2024-12-22,51,SKU06,Malt Drink 300ml,Non-Alcoholic,WH04,East DC,40,4,1,0,954,1621,954,0
2024-12-29,52,SKU06,Malt Drink 300ml,Non-Alcoholic,WH04,East DC,40,4,1,1,980,1627,980,0
2025-01-05,53,SKU06,Malt Drink 300ml,Non-Alcoholic,WH04,East DC,40,4,0,0,610,1607,610,0
2025-01-12,54,SKU06,Malt Drink 300ml,Non-Alcoholic,WH04,East DC,40,4,0,0,638,997,638,0
2025-01-19,55,SKU06,Malt Drink 300ml,Non-Alcoholic,WH04,East DC,40,4,0,0,695,1319,695,0
2025-01-26,56,SKU06,Malt Drink 300ml,Non-Alcoholic,WH04,East DC,40,4,0,0,648,1584,648,0
2025-02-02,57,SKU06,Malt Drink 300ml,Non-Alcoholic,WH04,East DC,40,4,0,0,613,936,613,0
2025-02-09,58,SKU06,Malt Drink 300ml,Non-Alcoholic,WH04,East DC,40,4,0,0,618,1283,618,0
2025-02-16,59,SKU06,Malt Drink 300ml,Non-Alcoholic,WH04,East DC,40,4,0,0,693,1625,693,0
2025-02-23,60,SKU06,Malt Drink 300ml,Non-Alcoholic,WH04,East DC,40,4,0,0,705,932,705,0
2025-03-02,61,SKU06,Malt Drink 300ml,Non-Alcoholic,WH04,East DC,40,4,0,0,650,1187,650,0
2025-03-09,62,SKU06,Malt Drink 300ml,Non-Alcoholic,WH04,East DC,40,4,0,0,747,1497,747,0
2025-03-16,63,SKU06,Malt Drink 300ml,Non-Alcoholic,WH04,East DC,40,4,1,0,1297,750,750,1
2025-03-23,64,SKU06,Malt Drink 300ml,Non-Alcoholic,WH04,East DC,40,4,1,0,1417,960,960,1
2025-03-30,65,SKU06,Malt Drink 300ml,Non-Alcoholic,WH04,East DC,40,4,0,0,857,960,857,0
2025-04-06,66,SKU06,Malt Drink 300ml,Non-Alcoholic,WH04,East DC,40,4,0,0,725,1063,725,0
2025-04-13,67,SKU06,Malt Drink 300ml,Non-Alcoholic,WH04,East DC,40,4,0,0,869,1298,869,0
2025-04-20,68,SKU06,Malt Drink 300ml,Non-Alcoholic,WH04,East DC,40,4,0,0,724,1389,724,0
2025-04-27,69,SKU06,Malt Drink 300ml,Non-Alcoholic,WH04,East DC,40,4,0,0,1036,1625,1036,0
2025-05-04,70,SKU06,Malt Drink 300ml,Non-Alcoholic,WH04,East DC,40,4,0,0,897,1549,897,0
2025-05-11,71,SKU06,Malt Drink 300ml,Non-Alcoholic,WH04,East DC,40,4,0,0,962,1612,962,0
2025-05-18,72,SKU06,Malt Drink 300ml,Non-Alcoholic,WH04,East DC,40,4,0,0,781,1610,781,0
2025-05-25,73,SKU06,Malt Drink 300ml,Non-Alcoholic,WH04,East DC,40,4,0,0,811,829,811,0
2025-06-01,74,SKU06,Malt Drink 300ml,Non-Alcoholic,WH04,East DC,40,4,0,0,916,978,916,0
2025-06-08,75,SKU06,Malt Drink 300ml,Non-Alcoholic,WH04,East DC,40,4,0,0,1007,1022,1007,0
2025-06-15,76,SKU06,Malt Drink 300ml,Non-Alcoholic,WH04,East DC,40,4,0,0,695,975,695,0
2025-06-22,77,SKU06,Malt Drink 300ml,Non-Alcoholic,WH04,East DC,40,4,0,0,995,1240,995,0
2025-06-29,78,SKU06,Malt Drink 300ml,Non-Alcoholic,WH04,East DC,40,4,0,0,906,1205,906,0
2025-07-06,79,SKU06,Malt Drink 300ml,Non-Alcoholic,WH04,East DC,40,4,0,1,725,1259,725,0
2025-07-13,80,SKU06,Malt Drink 300ml,Non-Alcoholic,WH04,East DC,40,4,0,0,816,1494,816,0
2025-07-20,81,SKU06,Malt Drink 300ml,Non-Alcoholic,WH04,East DC,40,4,0,0,822,1638,822,0
2025-07-27,82,SKU06,Malt Drink 300ml,Non-Alcoholic,WH04,East DC,40,4,0,0,759,816,759,0
2025-08-03,83,SKU06,Malt Drink 300ml,Non-Alcoholic,WH04,East DC,40,4,0,0,614,1017,614,0
2025-08-10,84,SKU06,Malt Drink 300ml,Non-Alcoholic,WH04,East DC,40,4,0,0,592,1363,592,0
2025-08-17,85,SKU06,Malt Drink 300ml,Non-Alcoholic,WH04,East DC,40,4,0,0,694,771,694,0
2025-08-24,86,SKU06,Malt Drink 300ml,Non-Alcoholic,WH04,East DC,40,4,0,0,555,1037,555,0
2025-08-31,87,SKU06,Malt Drink 300ml,Non-Alcoholic,WH04,East DC,40,4,0,1,966,1442,966,0
2025-09-07,88,SKU06,Malt Drink 300ml,Non-Alcoholic,WH04,East DC,40,4,0,0,596,1436,596,0
2025-09-14,89,SKU06,Malt Drink 300ml,Non-Alcoholic,WH04,East DC,40,4,0,0,505,840,505,0
2025-09-21,90,SKU06,Malt Drink 300ml,Non-Alcoholic,WH04,East DC,40,4,0,0,739,1295,739,0
2025-09-28,91,SKU06,Malt Drink 300ml,Non-Alcoholic,WH04,East DC,40,4,0,1,900,1516,900,0
2025-10-05,92,SKU06,Malt Drink 300ml,Non-Alcoholic,WH04,East DC,40,4,1,0,1240,1576,1240,0
2025-10-12,93,SKU06,Malt Drink 300ml,Non-Alcoholic,WH04,East DC,40,4,1,0,1346,1296,1296,1
2025-10-19,94,SKU06,Malt Drink 300ml,Non-Alcoholic,WH04,East DC,40,4,1,0,1055,960,960,1
2025-10-26,95,SKU06,Malt Drink 300ml,Non-Alcoholic,WH04,East DC,40,4,1,0,1339,960,960,1
2025-11-02,96,SKU06,Malt Drink 300ml,Non-Alcoholic,WH04,East DC,40,4,1,0,1334,960,960,1
2025-11-09,97,SKU06,Malt Drink 300ml,Non-Alcoholic,WH04,East DC,40,4,1,0,1336,960,960,1
2025-11-16,98,SKU06,Malt Drink 300ml,Non-Alcoholic,WH04,East DC,40,4,0,1,886,960,886,0
2025-11-23,99,SKU06,Malt Drink 300ml,Non-Alcoholic,WH04,East DC,40,4,0,1,734,1034,734,0
2025-11-30,100,SKU06,Malt Drink 300ml,Non-Alcoholic,WH04,East DC,40,4,0,0,640,1260,640,0
2025-12-07,101,SKU06,Malt Drink 300ml,Non-Alcoholic,WH04,East DC,40,4,0,0,757,1580,757,0
2025-12-14,102,SKU06,Malt Drink 300ml,Non-Alcoholic,WH04,East DC,40,4,0,1,804,823,804,0
2025-12-21,103,SKU06,Malt Drink 300ml,Non-Alcoholic,WH04,East DC,40,4,1,0,886,979,886,0
2025-12-28,104,SKU06,Malt Drink 300ml,Non-Alcoholic,WH04,East DC,40,4,1,0,1273,1053,1053,1
2024-01-07,1,SKU07,Soda Mixer 250ml,Non-Alcoholic,WH04,East DC,30,4,0,0,210,368,210,0
2024-01-14,2,SKU07,Soda Mixer 250ml,Non-Alcoholic,WH04,East DC,30,4,0,0,247,578,247,0
2024-01-21,3,SKU07,Soda Mixer 250ml,Non-Alcoholic,WH04,East DC,30,4,0,0,284,330,284,0
2024-01-28,4,SKU07,Soda Mixer 250ml,Non-Alcoholic,WH04,East DC,30,4,0,0,336,466,336,0
2024-02-04,5,SKU07,Soda Mixer 250ml,Non-Alcoholic,WH04,East DC,30,4,0,0,257,550,257,0
2024-02-11,6,SKU07,Soda Mixer 250ml,Non-Alcoholic,WH04,East DC,30,4,0,1,317,714,317,0
2024-02-18,7,SKU07,Soda Mixer 250ml,Non-Alcoholic,WH04,East DC,30,4,0,0,262,396,262,0
2024-02-25,8,SKU07,Soda Mixer 250ml,Non-Alcoholic,WH04,East DC,30,4,0,0,233,554,233,0
2024-03-03,9,SKU07,Soda Mixer 250ml,Non-Alcoholic,WH04,East DC,30,4,0,0,258,322,258,0
2024-03-10,10,SKU07,Soda Mixer 250ml,Non-Alcoholic,WH04,East DC,30,4,1,0,545,484,484,1
2024-03-17,11,SKU07,Soda Mixer 250ml,Non-Alcoholic,WH04,East DC,30,4,1,0,494,420,420,1
2024-03-24,12,SKU07,Soda Mixer 250ml,Non-Alcoholic,WH04,East DC,30,4,1,0,386,420,386,0
2024-03-31,13,SKU07,Soda Mixer 250ml,Non-Alcoholic,WH04,East DC,30,4,0,0,268,454,268,0
2024-04-07,14,SKU07,Soda Mixer 250ml,Non-Alcoholic,WH04,East DC,30,4,0,0,428,606,428,0
2024-04-14,15,SKU07,Soda Mixer 250ml,Non-Alcoholic,WH04,East DC,30,4,0,0,415,598,415,0
2024-04-21,16,SKU07,Soda Mixer 250ml,Non-Alcoholic,WH04,East DC,30,4,0,0,326,603,326,0
2024-04-28,17,SKU07,Soda Mixer 250ml,Non-Alcoholic,WH04,East DC,30,4,0,0,382,697,382,0
2024-05-05,18,SKU07,Soda Mixer 250ml,Non-Alcoholic,WH04,East DC,30,4,0,0,299,315,299,0
2024-05-12,19,SKU07,Soda Mixer 250ml,Non-Alcoholic,WH04,East DC,30,4,0,0,341,436,341,0
2024-05-19,20,SKU07,Soda Mixer 250ml,Non-Alcoholic,WH04,East DC,30,4,0,0,492,515,492,0
2024-05-26,21,SKU07,Soda Mixer 250ml,Non-Alcoholic,WH04,East DC,30,4,0,0,376,443,376,0
2024-06-02,22,SKU07,Soda Mixer 250ml,Non-Alcoholic,WH04,East DC,30,4,0,0,343,487,343,0
2024-06-09,23,SKU07,Soda Mixer 250ml,Non-Alcoholic,WH04,East DC,30,4,0,1,449,564,449,0
2024-06-16,24,SKU07,Soda Mixer 250ml,Non-Alcoholic,WH04,East DC,30,4,0,0,334,535,334,0
2024-06-23,25,SKU07,Soda Mixer 250ml,Non-Alcoholic,WH04,East DC,30,4,0,0,302,621,302,0
2024-06-30,26,SKU07,Soda Mixer 250ml,Non-Alcoholic,WH04,East DC,30,4,0,0,422,319,319,1
2024-07-07,27,SKU07,Soda Mixer 250ml,Non-Alcoholic,WH04,East DC,30,4,0,0,240,420,240,0
2024-07-14,28,SKU07,Soda Mixer 250ml,Non-Alcoholic,WH04,East DC,30,4,0,0,335,600,335,0
2024-07-21,29,SKU07,Soda Mixer 250ml,Non-Alcoholic,WH04,East DC,30,4,0,1,380,685,380,0
2024-07-28,30,SKU07,Soda Mixer 250ml,Non-Alcoholic,WH04,East DC,30,4,0,0,362,725,362,0
2024-08-04,31,SKU07,Soda Mixer 250ml,Non-Alcoholic,WH04,East DC,30,4,0,0,266,363,266,0
2024-08-11,32,SKU07,Soda Mixer 250ml,Non-Alcoholic,WH04,East DC,30,4,0,0,277,517,277,0
